Module,GeneSymbol,EnsemblID,kME,Full_Name,Aliases,EntrezID,BRCA_Mutation_pct,BRCA_CNA_pct,BRCA_Altered_pct,Functional_Summary
black,CTLA4,ENSG00000163599.17,0.8862,cytotoxic T-lymphocyte associated protein 4,ALPS5; CD; CD152; CELIAC3; CTLA-4; GRD4; GSE; IDDM12,1493,0.3,0.7,1.0,"This gene is a member of the immunoglobulin superfamily and encodes a protein which transmits an inhibitory signal to T cells. The protein contains a V domain, a transmembrane domain, and a cytoplasmic tail. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. The membrane-bound isoform functions as a homodimer interconnected by a disulfide bond, while the soluble isoform functions as a monomer. Mutations in this gene have been associated with insulin-dependent diabetes mellitus, Graves disease, Hashimoto thyroiditis, celiac disease, systemic lupus erythematosus, thyroid-associated orbitopathy, and other autoimmune diseases. [provided by RefSeq, Jul 2008]."
black,CD6,ENSG00000013725.14,0.8853,CD6 molecule,TP120,923,0.2,1.0,1.2,"This gene encodes a protein found on the outer membrane of T-lymphocytes as well as some other immune cells. The encoded protein contains three scavenger receptor cysteine-rich (SRCR) domains and a binding site for an activated leukocyte cell adhesion molecule. The gene product is important for continuation of T cell activation. This gene may be associated with susceptibility to multiple sclerosis (PMID: 19525953, 21849685). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011]."
black,FCRL3,ENSG00000160856.21,0.8759,Fc receptor like 3,CD307c; FCRH3; IFGP3; IRTA3; MAIA; SPAP2,115352,0.8,7.8,8.4,"This gene encodes a member of the immunoglobulin receptor superfamily and is one of several Fc receptor-like glycoproteins clustered on the long arm of chromosome 1. The encoded protein contains immunoreceptor-tyrosine activation motifs and immunoreceptor-tyrosine inhibitory motifs in its cytoplasmic domain and may play a role in regulation of the immune system. Mutations in this gene have been associated with rheumatoid arthritis, autoimmune thyroid disease, and systemic lupus erythematosus. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]."
black,IL2RG,ENSG00000147168.13,0.8733,interleukin 2 receptor subunit gamma,CD132; CIDX; IL-2RG; IMD4; P64; SCIDX; SCIDX1,3561,0.3,0.1,0.4,"The protein encoded by this gene is an important signaling component of many interleukin receptors, including those of interleukin -2, -4, -7 and -21, and is thus referred to as the common gamma chain. Mutations in this gene cause X-linked severe combined immunodeficiency (XSCID), as well as X-linked combined immunodeficiency (XCID), a less severe immunodeficiency disorder. [provided by RefSeq, Mar 2010]."
black,GBP5,ENSG00000154451.14,0.8713,guanylate binding protein 5,GBP-5,115362,0.6,1.2,1.8,"This gene belongs to the TRAFAC class dynamin-like GTPase superfamily. The encoded protein acts as an activator of NLRP3 inflammasome assembly and has a role in innate immunity and inflammation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2017]."
black,PLA2G2D,ENSG00000117215.15,0.8667,phospholipase A2 group IID,PLA2IID; SPLASH; sPLA2-IID; sPLA2S,26279,0.2,0.5,0.6,"This gene encodes a secreted member of the phospholipase A2 family, and is found in a cluster of related family members on chromosome 1. Phospholipase A2 family members hydrolyze the sn-2 fatty acid ester bond of glycerophospholipids to produce lysophospholipids and free fatty acid. This gene may be involved in inflammation and immune response, and in weight loss associated with chronic obstructive pulmonary disease. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Nov 2012]."
black,GZMB,ENSG00000100453.13,0.861,granzyme B,C11; CCPI; CGL-1; CGL1; CSP-B; CSPB; CTLA1; CTSGL1; HLP; SECT,3002,0.1,0.6,0.6,"This gene encodes a member of the granzyme subfamily of proteins, part of the peptidase S1 family of serine proteases. The encoded preproprotein is secreted by natural killer (NK) cells and cytotoxic T lymphocytes (CTLs) and proteolytically processed to generate the active protease, which induces target cell apoptosis. This protein also processes cytokines and degrades extracellular matrix proteins, and these roles are implicated in chronic inflammation and wound healing. Expression of this gene may be elevated in human patients with cardiac fibrosis. [provided by RefSeq, Sep 2016]."
black,PDCD1,ENSG00000188389.11,0.8604,programmed cell death 1,ADMIO4; AIMTBS; CD279; PD-1; PD1; SLEB2; hPD-1; hPD-l; hSLE1,5133,0.3,0.8,1.1,"Programmed cell death protein 1 (PDCD1) is an immune-inhibitory receptor expressed in activated T cells; it is involved in the regulation of T-cell functions, including those of effector CD8+ T cells. In addition, this protein can also promote the differentiation of CD4+ T cells into T regulatory cells. PDCD1 is expressed in many types of tumors including melanomas, and has demonstrated to play a role in anti-tumor immunity. Moreover, this protein has been shown to be involved in safeguarding against autoimmunity, however, it can also contribute to the inhibition of effective anti-tumor and anti-microbial immunity. [provided by RefSeq, Aug 2020]."
blue,LEMD1,ENSG00000186007.10,0.8008,LEM domain containing 1,CT50; LEMP-1,93273,0.0,9.0,8.9,"Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
blue,RGMA,ENSG00000182175.14,0.7873,repulsive guidance molecule BMP co-receptor a,RGM,56963,0.2,2.7,2.9,"This gene encodes a member of the repulsive guidance molecule family. The encoded protein is a glycosylphosphatidylinositol-anchored glycoprotein that functions as an axon guidance protein in the developing and adult central nervous system. This protein may also function as a tumor suppressor in some cancers. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]."
blue,CLCN4,ENSG00000073464.13,0.7815,Cl-/H+ antiporter 4,CLC4; ClC-4; ClC-4A; MRX15; MRX49; MRXSRC,1183,0.6,0.8,1.4,"The CLCN family of voltage-dependent chloride channel genes comprises nine members (CLCN1-7, Ka and Kb) which demonstrate quite diverse functional characteristics while sharing significant sequence homology. Chloride channel 4 has an evolutionary conserved CpG island and is conserved in both mouse and hamster. This gene is mapped in close proximity to APXL (Apical protein Xenopus laevis-like) and OA1 (Ocular albinism type I), which are both located on the human X chromosome at band p22.3. The physiological role of chloride channel 4 remains unknown but may contribute to the pathogenesis of neuronal disorders. Alternate splicing results in two transcript variants that encode different proteins. [provided by RefSeq, Mar 2012]."
blue,CCDC82,ENSG00000149231.15,0.78,coiled-coil domain containing 82,HSPC048,79780,0.8,1.0,1.8,"Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
blue,ART3,ENSG00000156219.17,0.7755,ADP-ribosyltransferase 3 (inactive),ARTC3,419,0.2,1.6,1.8,"This gene encodes an arginine-specific ADP-ribosyltransferase. The encoded protein catalyzes a reversible reaction which modifies proteins by the addition or removal of ADP-ribose to an arginine residue to regulate the function of the modified protein. An ADP-ribosyltransferase pseudogene is located on chromosome 11. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011]."
blue,KRT16,ENSG00000186832.9,0.7688,keratin 16,CK16; FNEPPK; K16; K1CP; KRT16A; NEPPK; PC1,3868,0.3,1.7,1.9,"The protein encoded by this gene is a member of the keratin gene family. The keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into cytokeratins and hair keratins. Most of the type I cytokeratins consist of acidic proteins which are arranged in pairs of heterotypic keratin chains and are clustered in a region of chromosome 17q12-q21. This keratin has been coexpressed with keratin 14 in a number of epithelial tissues, including esophagus, tongue, and hair follicles. Mutations in this gene are associated with type 1 pachyonychia congenita, non-epidermolytic palmoplantar keratoderma and unilateral palmoplantar verrucous nevus. [provided by RefSeq, Jul 2008]."
blue,MID1,ENSG00000101871.16,0.7536,midline 1,BBBG1; FXY; GBBB; GBBB1; MIDIN; OGS1; OS; OSX; RNF59; TRIM18; XPRF; ZNFXY,4281,0.8,1.3,2.1,"The protein encoded by this gene is a member of the tripartite motif (TRIM) family, also known as the 'RING-B box-coiled coil' (RBCC) subgroup of RING finger proteins. The TRIM motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. This protein forms homodimers which associate with microtubules in the cytoplasm. The protein is likely involved in the formation of multiprotein structures acting as anchor points to microtubules. Mutations in this gene have been associated with the X-linked form of Opitz syndrome, which is characterized by midline abnormalities such as cleft lip, laryngeal cleft, heart defects, hypospadias, and agenesis of the corpus callosum. This gene was also the first example of a gene subject to X inactivation in human while escaping it in mouse. Alternative promoter use, alternative splicing and alternative polyadenylation result in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]."
blue,MAML2,ENSG00000184384.14,0.7513,mastermind like transcriptional coactivator 2,MAM-3; MAM2; MAM3; MLL-MAML2,84441,0.9,1.7,2.6,"The protein encoded by this gene is a member of the Mastermind-like family of proteins. All family members are proline and glutamine-rich, and contain a conserved basic domain that binds the ankyrin repeat domain of the intracellular domain of the Notch receptors (ICN1-4) in their N-terminus, and a transcriptional activation domain in their C-terminus. This protein binds to an extended groove that is formed by the interaction of CBF1, Suppressor of Hairless, LAG-1 (CSL) with ICN, and positively regulates Notch signaling. High levels of expression of this gene have been observed in several B cell-derived lymphomas. Translocations resulting in fusion proteins with both CRTC1 and CRTC3 have been implicated in the development of mucoepidermoid carcinomas, while a translocation event with CXCR4 has been linked with chronic lymphocytic leukemia (CLL). Copy number variation in the polyglutamine tract has been observed. [provided by RefSeq, Jan 2015]."
blue,CHST3,ENSG00000122863.6,0.75,carbohydrate sulfotransferase 3,C6ST; C6ST1; HSD,9469,0.2,1.5,1.7,"This gene encodes an enzyme which catalyzes the sulfation of chondroitin, a proteoglycan found in the extracellular matrix and most cells which is involved in cell migration and differentiation. Mutations in this gene are associated with spondylepiphyseal dysplasia and humerospinal dysostosis. [provided by RefSeq, Mar 2009]."
blue,MRAS,ENSG00000158186.13,0.7446,muscle RAS oncogene homolog,M-RAs; NS11; R-RAS3; RRAS3,22808,0.2,0.6,0.7,"This gene encodes a member of the Ras family of small GTPases. These membrane-associated proteins function as signal transducers in multiple processes including cell growth and differentiation, and dysregulation of Ras signaling has been associated with many types of cancer. The encoded protein may play a role in the tumor necrosis factor-alpha and MAP kinase signaling pathways. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2011]."
blue,HORMAD1,ENSG00000143452.16,0.7402,HORMA domain containing 1,CT46; NOHMA,84072,0.6,10.0,10.4,"This gene encodes a HORMA domain-containing protein. HORMA domains are involved in chromatin binding and play a role in cell cycle regulation. The encoded protein may play a role in meiosis, and expression of this gene is a potential marker for cancer. A pseudogene of this gene is located on the long arm of chromosome 6. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2010]."
blue,A2ML1,ENSG00000166535.20,0.7396,alpha-2-macroglobulin like 1,CPAMD9; OMS; p170,144568,0.9,1.6,2.5,"This gene encodes a member of the alpha-macroglobulin superfamily. The encoded protein is thought to be an N-glycosylated monomeric protein that acts as an inhibitor of several proteases. It has been shown to form covalent interactions with proteases, and has been reported as the p170 antigen recognized by autoantibodies in the autoimmune disease paraneoplastic pemphigus (PNP; PMID:20805888). Mutations in these gene have also been associated with some cases of Noonan syndrome (NS; PMID:24939586) as well as some cases of otitis media (PMID:26121085). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Aug 2015]."
blue,GABBR2,ENSG00000136928.7,0.7374,gamma-aminobutyric acid type B receptor subunit 2,DEE59; EIEE59; GABABR2; GPR51; GPRC3B; HG20; HRIHFB2099; NDPLHS,9568,0.8,0.6,1.3,"The multi-pass membrane protein encoded by this gene belongs to the G-protein coupled receptor 3 family and GABA-B receptor subfamily. The GABA-B receptors inhibit neuronal activity through G protein-coupled second-messenger systems, which regulate the release of neurotransmitters, and the activity of ion channels and adenylyl cyclase. This receptor subunit forms an active heterodimeric complex with GABA-B receptor subunit 1, neither of which is effective on its own. Allelic variants of this gene have been associated with nicotine dependence.[provided by RefSeq, Jan 2010]."
blue,PCARE,ENSG00000179270.7,0.7331,photoreceptor cilium actin regulator,C2orf71; RP54,388939,1.1,0.5,1.6,"The protein encoded by this gene is highly expressed in photoreceptors and may associate with the primary cilium of the outer segment. The encoded protein appears to undergo post-translational lipid modification. Nonsense and missense variants of this gene appear to cause a recessive form of retinitis pigmentosa. [provided by RefSeq, Jun 2010]."
blue,SLC6A2,ENSG00000103546.18,0.7278,solute carrier family 6 member 2,NAT1; NET; NET1; SLC6A5,6530,0.3,2.0,2.2,"This gene encodes a member of the sodium:neurotransmitter symporter family. This member is a multi-pass membrane protein, which is responsible for reuptake of norepinephrine into presynaptic nerve terminals and is a regulator of norepinephrine homeostasis. Mutations in this gene cause orthostatic intolerance, a syndrome characterized by lightheadedness, fatigue, altered mentation and syncope. Alternatively spliced transcript variants encoding different isoforms have been identified in this gene.[provided by RefSeq, Feb 2010]."
blue,CT83,ENSG00000204019.5,0.7254,cancer/testis antigen 83,CXorf61; KK-LC-1; KKLC1,203413,0.1,0.6,0.6,"Located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
blue,SFRP1,ENSG00000104332.12,0.7212,secreted frizzled related protein 1,FRP; FRP-1; FRP1; FrzA; SARP2,6422,0.4,8.8,9.0,"This gene encodes a member of the SFRP family that contains a cysteine-rich domain homologous to the putative Wnt-binding site of Frizzled proteins. Members of this family act as soluble modulators of Wnt signaling; epigenetic silencing of SFRP genes leads to deregulated activation of the Wnt-pathway which is associated with cancer. This gene may also be involved in determining the polarity of photoreceptor cells in the retina. [provided by RefSeq, Sep 2009]."
blue,EN1,ENSG00000163064.7,0.7198,engrailed homeobox 1,ENDOVESLB,2019,0.2,0.1,0.3,"Homeobox-containing genes are thought to have a role in controlling development. In Drosophila, the 'engrailed' (en) gene plays an important role during development in segmentation, where it is required for the formation of posterior compartments. Different mutations in the mouse homologs, En1 and En2, produced different developmental defects that frequently are lethal. The human engrailed homologs 1 and 2 encode homeodomain-containing proteins and have been implicated in the control of pattern formation during development of the central nervous system. [provided by RefSeq, Jul 2008]."
blue,EGFR,ENSG00000146648.19,0.719,epidermal growth factor receptor,ERBB; ERBB1; ERRP; HER1; NISBD2; NNCIS; PIG61; mENA,1956,1.4,1.7,3.0,"The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). [provided by RefSeq, Jul 2020]."
blue,ARHGEF4,ENSG00000136002.20,0.7095,Rho guanine nucleotide exchange factor 4,ASEF; ASEF1; GEF4; STM6,50649,0.8,0.5,1.2,"Rho GTPases play a fundamental role in numerous cellular processes that are initiated by extracellular stimuli that work through G protein coupled receptors. The protein encoded by this gene may form complex with G proteins and stimulate Rho-dependent signals. Multiple alternatively spliced transcript variants encoding different isoforms have been found, but the full-length nature of some variants has not been determined. [provided by RefSeq, Jun 2013]."
green,TPX2,ENSG00000088325.16,0.9465,TPX2 microtubule nucleation factor,C20orf1; C20orf2; DIL-2; DIL2; FLS353; GD:C20orf1; HCA519; HCTP4; REPP86; p100,22974,0.4,1.3,1.7,"Enables importin-alpha family protein binding activity and protein kinase binding activity. Involved in activation of protein kinase activity; microtubule cytoskeleton organization; and negative regulation of microtubule depolymerization. Located in intercellular bridge; mitotic spindle; and nucleoplasm. Colocalizes with spindle pole. [provided by Alliance of Genome Resources, Apr 2022]"
green,NCAPH,ENSG00000121152.10,0.9302,non-SMC condensin I complex subunit H,BRRN1; CAP-H; CAPH; MCPH23; NCAPH1,23397,0.6,0.5,1.0,"This gene encodes a member of the barr gene family and a regulatory subunit of the condensin complex. This complex is required for the conversion of interphase chromatin into condensed chromosomes. The protein encoded by this gene is associated with mitotic chromosomes, except during the early phase of chromosome condensation. During interphase, the protein has a distinct punctate nucleolar localization. Alternatively spliced transcript variants encoding different proteins have been described. [provided by RefSeq, Jul 2013]."
green,SGO1,ENSG00000129810.15,0.9283,shugoshin 1,CAID; NY-BR-85; SGO; SGOL1,151648,0.2,0.7,0.8,"The protein encoded by this gene is a member of the shugoshin family of proteins. This protein is thought to protect centromeric cohesin from cleavage during mitotic prophase by preventing phosphorylation of a cohesin subunit. Reduced expression of this gene leads to the premature loss of centromeric cohesion, mis-segregation of sister chromatids, and mitotic arrest. Evidence suggests that this protein also protects a small subset of cohesin found along the length of the chromosome arms during mitotic prophase. An isoform lacking exon 6 has been shown to play a role in the cohesion of centrioles (PMID: 16582621 and PMID:18331714). Mutations in this gene have been associated with Chronic Atrial and Intestinal Dysrhythmia (CAID) syndrome, characterized by the co-occurrence of Sick Sinus Syndrome (SSS) and Chronic Intestinal Pseudo-obstruction (CIPO) within the first four decades of life (PMID:25282101). Fibroblast cells from CAID patients exhibited both increased cell proliferation and higher rates of senescence. Pseudogenes of this gene have been found on chromosomes 1 and 7. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2015]."
green,NCAPG,ENSG00000109805.10,0.9282,non-SMC condensin I complex subunit G,CAPG; CHCG; NY-MEL-3; YCG1,64151,0.2,0.7,0.8,"This gene encodes a subunit of the condensin complex, which is responsible for the condensation and stabilization of chromosomes during mitosis and meiosis. Phosphorylation of the encoded protein activates the condensin complex. There are pseudogenes for this gene on chromosomes 8 and 15. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2012]."
green,BUB1,ENSG00000169679.15,0.9272,BUB1 mitotic checkpoint serine/threonine kinase,BUB1A; BUB1L; MCPH30; hBUB1,699,0.7,0.5,1.1,"This gene encodes a serine/threonine-protein kinase that play a central role in mitosis. The encoded protein functions in part by phosphorylating members of the mitotic checkpoint complex and activating the spindle checkpoint. This protein also plays a role in inhibiting the activation of the anaphase promoting complex/cyclosome. This protein may also function in the DNA damage response. Mutations in this gene have been associated with aneuploidy and several forms of cancer. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]."
green,KIF4A,ENSG00000090889.12,0.9257,kinesin family member 4A,KIF4; KIF4G1; MRX100; TMDI; XLID100,24137,2.1,0.2,2.2,"This gene encodes a member of the kinesin 4 subfamily of kinesin related proteins. The encoded protein is an ATP dependent microtubule-based motor protein that is involved in the intracellular transport of membranous organelles. This protein also associates with condensed chromosome arms and may be involved in maintaining chromosome integrity during mitosis. This protein may also be involved in the organization of the central spindle prior to cytokinesis. A pseudogene of this gene is found on chromosome X.[provided by RefSeq, Mar 2010]."
green,CCNA2,ENSG00000145386.11,0.9257,cyclin A2,CCN1; CCNA,890,0.4,0.5,0.8,"The protein encoded by this gene belongs to the highly conserved cyclin family, whose members function as regulators of the cell cycle. This protein binds and activates cyclin-dependent kinase 2 and thus promotes transition through G1/S and G2/M. [provided by RefSeq, Aug 2016]."
green,CCNB2,ENSG00000157456.8,0.9238,cyclin B2,HsT17299,9133,0.2,0.6,0.7,"Cyclin B2 is a member of the cyclin family, specifically the B-type cyclins. The B-type cyclins, B1 and B2, associate with p34cdc2 and are essential components of the cell cycle regulatory machinery. B1 and B2 differ in their subcellular localization. Cyclin B1 co-localizes with microtubules, whereas cyclin B2 is primarily associated with the Golgi region. Cyclin B2 also binds to transforming growth factor beta RII and thus cyclin B2/cdc2 may play a key role in transforming growth factor beta-mediated cell cycle control. [provided by RefSeq, Jul 2008]."
green,CEP55,ENSG00000138180.16,0.9234,centrosomal protein 55,C10orf3; CT111; MARCH; URCC6,55165,0.3,0.5,0.7,"Enables identical protein binding activity. Involved in cranial skeletal system development; establishment of protein localization; and midbody abscission. Acts upstream of or within mitotic cytokinesis. Located in Flemming body; centriolar satellite; and plasma membrane. Implicated in multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia and hydranencephaly. [provided by Alliance of Genome Resources, Apr 2022]"
green,MCM10,ENSG00000065328.17,0.9227,minichromosome maintenance 10 replication initiation factor,CNA43; DNA43; IMD80; PRO2249,55388,0.8,2.2,3.0,"The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are involved in the initiation of eukaryotic genome replication. The hexameric protein complex formed by MCM proteins is a key component of the pre-replication complex (pre-RC) and it may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. This protein can interact with MCM2 and MCM6, as well as with the origin recognition protein ORC2. It is regulated by proteolysis and phosphorylation in a cell cycle-dependent manner. Studies of a similar protein in Xenopus suggest that the chromatin binding of this protein at the onset of DNA replication is after pre-RC assembly and before origin unwinding. Alternatively spliced transcript variants encoding distinct isoforms have been identified. [provided by RefSeq, Jul 2008]."
green,MELK,ENSG00000165304.8,0.922,maternal embryonic leucine zipper kinase,HPK38,9833,0.5,0.7,1.1,"Enables calcium ion binding activity; non-membrane spanning protein tyrosine kinase activity; and protein serine/threonine kinase activity. Involved in apoptotic process; cell population proliferation; and protein autophosphorylation. Located in cell cortex and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
green,HJURP,ENSG00000123485.12,0.9204,Holliday junction recognition protein,FAKTS; URLC9; hFLEG1,55355,0.7,0.5,1.1,"Enables histone binding activity and identical protein binding activity. Involved in several processes, including CENP-A containing chromatin assembly; regulation of DNA binding activity; and regulation of protein-containing complex assembly. Located in kinetochore; mitochondrion; and nuclear lumen. [provided by Alliance of Genome Resources, Apr 2022]"
green,SKA1,ENSG00000154839.10,0.9196,spindle and kinetochore associated complex subunit 1,C18orf24,220134,0.2,0.8,1.0,"Enables microtubule binding activity. Involved in several processes, including chromosome segregation; mitotic cell cycle; and regulation of microtubule polymerization or depolymerization. Located in spindle microtubule. Part of outer kinetochore. [provided by Alliance of Genome Resources, Apr 2022]"
green,CDCA8,ENSG00000134690.11,0.9177,cell division cycle associated 8,BOR; BOREALIN; DasraB; MESRGP,55143,0.1,1.0,1.1,"This gene encodes a component of the chromosomal passenger complex. This complex is an essential regulator of mitosis and cell division. This protein is cell-cycle regulated and is required for chromatin-induced microtubule stabilization and spindle formation. Alternate splicing results in multiple transcript variants. Pseudgenes of this gene are found on chromosomes 7, 8 and 16. [provided by RefSeq, Apr 2013]."
green,KIF2C,ENSG00000142945.13,0.9177,kinesin family member 2C,CT139; KNSL6; MCAK,11004,0.4,0.7,1.1,"This gene encodes a kinesin-like protein that functions as a microtubule-dependent molecular motor. The encoded protein can depolymerize microtubules at the plus end, thereby promoting mitotic chromosome segregation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]."
green,CKAP2L,ENSG00000169607.13,0.9156,cytoskeleton associated protein 2L,,150468,0.7,0.1,0.7,"The protein encoded by this gene is thought to be a mitotic spindle protein important to neural stem or progenitor cells. Mutations in this gene have been associated with spindle organization defects, including mitotic spindle defects, lagging chromosomes, and chromatin bridges. There is evidence that mutations in this gene are associated with Filippi syndrome, characterized by growth defects, microcephaly, intellectual disability, facial feature defects, and syndactyly. There is a pseudogene of this gene on chromosome 20. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2015]."
green,CENPA,ENSG00000115163.15,0.9117,centromere protein A,CENP-A; CenH3,1058,0.0,0.5,0.5,"Centromeres are the differentiated chromosomal domains that specify the mitotic behavior of chromosomes. This gene encodes a centromere protein which contains a histone H3 related histone fold domain that is required for targeting to the centromere. Centromere protein A is proposed to be a component of a modified nucleosome or nucleosome-like structure in which it replaces 1 or both copies of conventional histone H3 in the (H3-H4)2 tetrameric core of the nucleosome particle. The protein is a replication-independent histone that is a member of the histone H3 family. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Nov 2015]."
green,KIF23,ENSG00000137807.16,0.9097,kinesin family member 23,CDA3; CDAIII; CDAN3; CDAN3A; CHO1; KNSL5; MKLP-1; MKLP1,9493,0.7,0.6,1.2,"The protein encoded by this gene is a member of kinesin-like protein family. This family includes microtubule-dependent molecular motors that transport organelles within cells and move chromosomes during cell division. This protein has been shown to cross-bridge antiparallel microtubules and drive microtubule movement in vitro. Alternate splicing of this gene results in multiple transcript variants. [provided by RefSeq, Jul 2013]."
green,FOXM1,ENSG00000111206.13,0.9096,forkhead box M1,FKHL16; FOXM1A; FOXM1B; FOXM1C; HFH-11; HFH11; HNF-3; INS-1; MPHOSPH2; MPP-2; MPP2; PIG29; TRIDENT,2305,0.7,1.5,2.1,"The protein encoded by this gene is a transcriptional activator involved in cell proliferation. The encoded protein is phosphorylated in M phase and regulates the expression of several cell cycle genes, such as cyclin B1 and cyclin D1. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2011]."
green,DLGAP5,ENSG00000126787.13,0.9073,DLG associated protein 5,DLG7; HURP,9787,0.6,0.7,1.2,"Predicted to enable microtubule binding activity. Predicted to be involved in several processes, including centrosome localization; kinetochore assembly; and mitotic spindle organization. Located in several cellular components, including centrosome; cytosol; and mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
red,MRPL55,ENSG00000162910.19,0.8407,mitochondrial ribosomal protein L55,AAVG5835; L55nt; MRP-L55; PRO19675; bL31m,128308,0.1,9.0,8.9,"Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein. Multiple transcript variants encoding two different isoforms were identified through sequence analysis. [provided by RefSeq, Jul 2008]."
red,SAC3D1,ENSG00000168061.17,0.8368,SAC3 domain containing 1,HSU79266; SHD1,29901,0.1,1.6,1.7,"Predicted to be involved in centrosome duplication and spindle assembly. Predicted to act upstream of or within negative regulation of receptor signaling pathway via JAK-STAT and regulation of immune response. Predicted to be located in microtubule cytoskeleton. Predicted to be active in centrosome; nucleus; and spindle. [provided by Alliance of Genome Resources, Apr 2022]"
red,POP7,ENSG00000172336.5,0.8318,POP7 ribonuclease P/MRP subunit,0610037N12Rik; RPP2; RPP20,10248,0.0,0.9,0.9,"Enables ribonuclease P RNA binding activity. Contributes to ribonuclease P activity. Involved in tRNA 5'-leader removal. Located in nucleolus. Part of multimeric ribonuclease P complex and ribonuclease MRP complex. [provided by Alliance of Genome Resources, Apr 2022]"
red,LSM4,ENSG00000130520.11,0.8286,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",GRP; YER112W,25804,0.2,1.4,1.6,"This gene encodes a member of the LSm family of RNA-binding proteins. LSm proteins form stable heteromers that bind specifically to the 3'-terminal oligo(U) tract of U6 snRNA and may play a role in pre-mRNA splicing by mediating U4/U6 snRNP formation. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2011]."
red,COPE,ENSG00000105669.14,0.8279,coat protein complex I subunit epsilon,epsilon-COP,11316,0.3,1.3,1.6,"The product of this gene is an epsilon subunit of coatomer protein complex. Coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles. It is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. Coatomer complex consists of at least the alpha, beta, beta', gamma, delta, epsilon and zeta subunits. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]."
red,HSPBP1,ENSG00000133265.11,0.8277,HSPA (Hsp70) binding protein 1,FES1,23640,0.0,2.1,2.0,"Enables ubiquitin protein ligase binding activity. Involved in positive regulation of proteasomal ubiquitin-dependent protein catabolic process and positive regulation of protein ubiquitination. Predicted to be active in endoplasmic reticulum. [provided by Alliance of Genome Resources, Apr 2022]"
