Module,GeneSymbol,EnsemblID,kME,Full_Name,Aliases,EntrezID,BRCA_Mutation_pct,BRCA_CNA_pct,BRCA_Altered_pct,Functional_Summary
greenyellow,H2AC13,ENSG00000196747.4,0.811,H2A clustered histone 13,H2A/c; H2AFC; HIST1H2AI,8329,0.4,0.9,1.3,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2A family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H3C10,ENSG00000278828.1,0.8088,H3 clustered histone 10,H3/k; H3F1K; H3FK; HIST1H3H,8357,0.0,0.9,0.9,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H3 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H4C8,ENSG00000158406.5,0.7958,H4 clustered histone 8,H4/h; H4FH; HIST1H4H,8365,0.2,1.1,1.3,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H4 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Aug 2015]."
greenyellow,H2BC13,ENSG00000185130.5,0.7879,H2B clustered histone 13,H2B/c; H2BFC; HIST1H2BL; dJ97D16.4,8340,0.2,0.9,1.1,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2B family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H1-3,ENSG00000124575.7,0.7875,"H1.3 linker histone, cluster member",H1.3; H1D; H1F3; H1s-2; HIST1H1D,3007,0.2,1.1,1.3,"Histones are basic nuclear proteins responsible for nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H1 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Aug 2015]."
greenyellow,H3C12,ENSG00000197153.5,0.7864,H3 clustered histone 12,H3/j; H3FJ; HIST1H3J,8356,0.1,1.0,1.1,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H3 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H1-2,ENSG00000187837.4,0.7722,"H1.2 linker histone, cluster member",H1.2; H1C; H1F2; H1s-1; HIST1H1C,3006,0.5,1.4,1.8,"Histones are basic nuclear proteins responsible for nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H1 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Aug 2015]."
greenyellow,H2BC4,ENSG00000180596.7,0.7661,H2B clustered histone 4,H2B.1; H2B/l; H2BC10; H2BC6; H2BC7; H2BC8; H2BFL; HIST1H2BC; dJ221C16.3,8347,0.8,1.4,2.2,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. The protein has antibacterial and antifungal antimicrobial activity. The main transcript variant of this gene is intronless and encodes a replication-dependent histone that is a member of the histone H2B family. This transcript variant lacks a polyA tail but instead contains a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Apr 2020]."
greenyellow,H3C2,ENSG00000286522.2,0.7609,H3 clustered histone 2,H3/l; H3FL; HIST1H3B,8358,1.3,1.4,2.7,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. This structure consists of approximately 146 bp of DNA wrapped around a nucleosome, an octamer composed of pairs of each of the four core histones (H2A, H2B, H3, and H4). The chromatin fiber is further compacted through the interaction of a linker histone, H1, with the DNA between the nucleosomes to form higher order chromatin structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H3 family. Transcripts from this gene lack polyA tails; instead, they contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H2BC6,ENSG00000274290.3,0.7552,H2B clustered histone 6,H2B.h; H2B/h; H2BC10; H2BC4; H2BC7; H2BC8; H2BFH; HIST1H2BE; dJ221C16.8,8344,0.1,1.1,1.2,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. The protein has antibacterial and antifungal antimicrobial activity. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2B family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Aug 2015]."
greenyellow,H2BC12,ENSG00000197903.8,0.7469,H2B clustered histone 12,H2B/S; H2BFAiii; H2BFT; H2BK; HIST1H2BK,85236,0.4,1.2,1.6,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene encodes a replication-dependent histone that is a member of the histone H2B family. The protein encoded is an antimicrobial protein with antibacterial and antifungal activity. Two transcripts that encode the same protein have been identified for this gene, which is found in the histone microcluster on chromosome 6p21.33. [provided by RefSeq, Aug 2015]."
greenyellow,H2BC15,ENSG00000233822.4,0.746,H2B clustered histone 15,H2B/d; H2BFD; HIST1H2BN,8341,0.3,1.0,1.3,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2B family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H2AC8,ENSG00000277075.2,0.7445,H2A clustered histone 8,H2A.1; H2A.2; H2A/a; H2AFA; HIST1H2AE,3012,0.3,1.1,1.4,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Nucleosomes consist of approximately 146 bp of DNA wrapped around a histone octamer composed of pairs of each of the four core histones (H2A, H2B, H3, and H4). The chromatin fiber is further compacted through the interaction of a linker histone, H1, with the DNA between the nucleosomes to form higher order chromatin structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2A family. Transcripts from this gene lack polyA tails; instead, they contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H2BC8,ENSG00000273802.2,0.7444,H2B clustered histone 8,H2B.1A; H2B/a; H2BC10; H2BC4; H2BC6; H2BC7; H2BFA; HIST1H2BG; dJ221C16.8,8339,0.6,1.1,1.7,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Nucleosomes consist of approximately 146 bp of DNA wrapped around a histone octamer composed of pairs of each of the four core histones (H2A, H2B, H3, and H4). The chromatin fiber is further compacted through the interaction of a linker histone, H1, with the DNA between the nucleosomes to form higher order chromatin structures. The protein has antibacterial and antifungal antimicrobial activity. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2B family. Transcripts from this gene lack polyA tails; instead, they contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
greenyellow,H1-4,ENSG00000168298.7,0.7331,"H1.4 linker histone, cluster member",H1.4; H1E; H1F4; H1s-4; HIST1H1E; RMNS; dJ221C16.5,3008,0.2,1.2,1.4,"Histones are basic nuclear proteins responsible for nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H1 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Aug 2015]."
greenyellow,H4C12,ENSG00000273542.2,0.7327,H4 clustered histone 12,H4/d; H4F2iii; H4FD; HIST1H4K; dJ160A22.1,8362,0.3,1.0,1.3,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H4 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
turquoise,MCM10,ENSG00000065328.17,0.9137,minichromosome maintenance 10 replication initiation factor,CNA43; DNA43; IMD80; PRO2249,55388,0.8,2.2,3.0,"The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are involved in the initiation of eukaryotic genome replication. The hexameric protein complex formed by MCM proteins is a key component of the pre-replication complex (pre-RC) and it may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. This protein can interact with MCM2 and MCM6, as well as with the origin recognition protein ORC2. It is regulated by proteolysis and phosphorylation in a cell cycle-dependent manner. Studies of a similar protein in Xenopus suggest that the chromatin binding of this protein at the onset of DNA replication is after pre-RC assembly and before origin unwinding. Alternatively spliced transcript variants encoding distinct isoforms have been identified. [provided by RefSeq, Jul 2008]."
turquoise,TPX2,ENSG00000088325.16,0.9126,TPX2 microtubule nucleation factor,C20orf1; C20orf2; DIL-2; DIL2; FLS353; GD:C20orf1; HCA519; HCTP4; REPP86; p100,22974,0.4,1.3,1.7,"Enables importin-alpha family protein binding activity and protein kinase binding activity. Involved in activation of protein kinase activity; microtubule cytoskeleton organization; and negative regulation of microtubule depolymerization. Located in intercellular bridge; mitotic spindle; and nucleoplasm. Colocalizes with spindle pole. [provided by Alliance of Genome Resources, Apr 2022]"
turquoise,TTK,ENSG00000112742.10,0.9075,TTK protein kinase,CT96; ESK; MPH1; MPS1; MPS1L1; PYT,7272,0.5,0.1,0.6,"This gene encodes a dual specificity protein kinase with the ability to phosphorylate tyrosine, serine and threonine. Associated with cell proliferation, this protein is essential for chromosome alignment at the centromere during mitosis and is required for centrosome duplication. It has been found to be a critical mitotic checkpoint protein for accurate segregation of chromosomes during mitosis. Tumorigenesis may occur when this protein fails to degrade and produces excess centrosomes resulting in aberrant mitotic spindles. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2009]."
turquoise,CDCA8,ENSG00000134690.11,0.903,cell division cycle associated 8,BOR; BOREALIN; DasraB; MESRGP,55143,0.1,1.0,1.1,"This gene encodes a component of the chromosomal passenger complex. This complex is an essential regulator of mitosis and cell division. This protein is cell-cycle regulated and is required for chromatin-induced microtubule stabilization and spindle formation. Alternate splicing results in multiple transcript variants. Pseudgenes of this gene are found on chromosomes 7, 8 and 16. [provided by RefSeq, Apr 2013]."
turquoise,BUB1,ENSG00000169679.15,0.9029,BUB1 mitotic checkpoint serine/threonine kinase,BUB1A; BUB1L; MCPH30; hBUB1,699,0.7,0.5,1.1,"This gene encodes a serine/threonine-protein kinase that play a central role in mitosis. The encoded protein functions in part by phosphorylating members of the mitotic checkpoint complex and activating the spindle checkpoint. This protein also plays a role in inhibiting the activation of the anaphase promoting complex/cyclosome. This protein may also function in the DNA damage response. Mutations in this gene have been associated with aneuploidy and several forms of cancer. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]."
turquoise,CCNA2,ENSG00000145386.11,0.9027,cyclin A2,CCN1; CCNA,890,0.4,0.5,0.8,"The protein encoded by this gene belongs to the highly conserved cyclin family, whose members function as regulators of the cell cycle. This protein binds and activates cyclin-dependent kinase 2 and thus promotes transition through G1/S and G2/M. [provided by RefSeq, Aug 2016]."
turquoise,NCAPG,ENSG00000109805.10,0.9014,non-SMC condensin I complex subunit G,CAPG; CHCG; NY-MEL-3; YCG1,64151,0.2,0.7,0.8,"This gene encodes a subunit of the condensin complex, which is responsible for the condensation and stabilization of chromosomes during mitosis and meiosis. Phosphorylation of the encoded protein activates the condensin complex. There are pseudogenes for this gene on chromosomes 8 and 15. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2012]."
turquoise,SGO1,ENSG00000129810.15,0.8962,shugoshin 1,CAID; NY-BR-85; SGO; SGOL1,151648,0.2,0.7,0.8,"The protein encoded by this gene is a member of the shugoshin family of proteins. This protein is thought to protect centromeric cohesin from cleavage during mitotic prophase by preventing phosphorylation of a cohesin subunit. Reduced expression of this gene leads to the premature loss of centromeric cohesion, mis-segregation of sister chromatids, and mitotic arrest. Evidence suggests that this protein also protects a small subset of cohesin found along the length of the chromosome arms during mitotic prophase. An isoform lacking exon 6 has been shown to play a role in the cohesion of centrioles (PMID: 16582621 and PMID:18331714). Mutations in this gene have been associated with Chronic Atrial and Intestinal Dysrhythmia (CAID) syndrome, characterized by the co-occurrence of Sick Sinus Syndrome (SSS) and Chronic Intestinal Pseudo-obstruction (CIPO) within the first four decades of life (PMID:25282101). Fibroblast cells from CAID patients exhibited both increased cell proliferation and higher rates of senescence. Pseudogenes of this gene have been found on chromosomes 1 and 7. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2015]."
turquoise,CEP55,ENSG00000138180.16,0.8944,centrosomal protein 55,C10orf3; CT111; MARCH; URCC6,55165,0.3,0.5,0.7,"Enables identical protein binding activity. Involved in cranial skeletal system development; establishment of protein localization; and midbody abscission. Acts upstream of or within mitotic cytokinesis. Located in Flemming body; centriolar satellite; and plasma membrane. Implicated in multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia and hydranencephaly. [provided by Alliance of Genome Resources, Apr 2022]"
turquoise,MELK,ENSG00000165304.8,0.8937,maternal embryonic leucine zipper kinase,HPK38,9833,0.5,0.7,1.1,"Enables calcium ion binding activity; non-membrane spanning protein tyrosine kinase activity; and protein serine/threonine kinase activity. Involved in apoptotic process; cell population proliferation; and protein autophosphorylation. Located in cell cortex and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
turquoise,DEPDC1,ENSG00000024526.17,0.8919,DEP domain containing 1,DEP.8; DEPDC1-V2; DEPDC1A; SDP35,55635,0.7,1.0,1.7,"Predicted to enable GTPase activator activity. Involved in negative regulation of transcription, DNA-templated. Located in nucleus. Part of transcription repressor complex. [provided by Alliance of Genome Resources, Apr 2022]"
turquoise,SKA1,ENSG00000154839.10,0.8904,spindle and kinetochore associated complex subunit 1,C18orf24,220134,0.2,0.8,1.0,"Enables microtubule binding activity. Involved in several processes, including chromosome segregation; mitotic cell cycle; and regulation of microtubule polymerization or depolymerization. Located in spindle microtubule. Part of outer kinetochore. [provided by Alliance of Genome Resources, Apr 2022]"
turquoise,NCAPH,ENSG00000121152.10,0.889,non-SMC condensin I complex subunit H,BRRN1; CAP-H; CAPH; MCPH23; NCAPH1,23397,0.6,0.5,1.0,"This gene encodes a member of the barr gene family and a regulatory subunit of the condensin complex. This complex is required for the conversion of interphase chromatin into condensed chromosomes. The protein encoded by this gene is associated with mitotic chromosomes, except during the early phase of chromosome condensation. During interphase, the protein has a distinct punctate nucleolar localization. Alternatively spliced transcript variants encoding different proteins have been described. [provided by RefSeq, Jul 2013]."
turquoise,CENPA,ENSG00000115163.15,0.8862,centromere protein A,CENP-A; CenH3,1058,0.0,0.5,0.5,"Centromeres are the differentiated chromosomal domains that specify the mitotic behavior of chromosomes. This gene encodes a centromere protein which contains a histone H3 related histone fold domain that is required for targeting to the centromere. Centromere protein A is proposed to be a component of a modified nucleosome or nucleosome-like structure in which it replaces 1 or both copies of conventional histone H3 in the (H3-H4)2 tetrameric core of the nucleosome particle. The protein is a replication-independent histone that is a member of the histone H3 family. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Nov 2015]."
turquoise,FOXM1,ENSG00000111206.13,0.8858,forkhead box M1,FKHL16; FOXM1A; FOXM1B; FOXM1C; HFH-11; HFH11; HNF-3; INS-1; MPHOSPH2; MPP-2; MPP2; PIG29; TRIDENT,2305,0.7,1.5,2.1,"The protein encoded by this gene is a transcriptional activator involved in cell proliferation. The encoded protein is phosphorylated in M phase and regulates the expression of several cell cycle genes, such as cyclin B1 and cyclin D1. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2011]."
turquoise,CDC25A,ENSG00000164045.12,0.8841,cell division cycle 25A,CDC25A2,993,0.2,0.4,0.6,"CDC25A is a member of the CDC25 family of phosphatases. CDC25A is required for progression from G1 to the S phase of the cell cycle. It activates the cyclin-dependent kinase CDC2 by removing two phosphate groups. CDC25A is specifically degraded in response to DNA damage, which prevents cells with chromosomal abnormalities from progressing through cell division. CDC25A is an oncogene, although its exact role in oncogenesis has not been demonstrated. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
turquoise,EXO1,ENSG00000174371.17,0.8829,exonuclease 1,HEX1; hExoI,9156,1.0,9.7,10.4,"This gene encodes a protein with 5' to 3' exonuclease activity as well as an RNase H activity. It is similar to the Saccharomyces cerevisiae protein Exo1 which interacts with Msh2 and which is involved in mismatch repair and recombination. Alternative splicing of this gene results in three transcript variants encoding two different isoforms. [provided by RefSeq, Jul 2008]."
turquoise,CCNB2,ENSG00000157456.8,0.8814,cyclin B2,HsT17299,9133,0.2,0.6,0.7,"Cyclin B2 is a member of the cyclin family, specifically the B-type cyclins. The B-type cyclins, B1 and B2, associate with p34cdc2 and are essential components of the cell cycle regulatory machinery. B1 and B2 differ in their subcellular localization. Cyclin B1 co-localizes with microtubules, whereas cyclin B2 is primarily associated with the Golgi region. Cyclin B2 also binds to transforming growth factor beta RII and thus cyclin B2/cdc2 may play a key role in transforming growth factor beta-mediated cell cycle control. [provided by RefSeq, Jul 2008]."
turquoise,CKAP2L,ENSG00000169607.13,0.8804,cytoskeleton associated protein 2L,,150468,0.7,0.1,0.7,"The protein encoded by this gene is thought to be a mitotic spindle protein important to neural stem or progenitor cells. Mutations in this gene have been associated with spindle organization defects, including mitotic spindle defects, lagging chromosomes, and chromatin bridges. There is evidence that mutations in this gene are associated with Filippi syndrome, characterized by growth defects, microcephaly, intellectual disability, facial feature defects, and syndactyly. There is a pseudogene of this gene on chromosome 20. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2015]."
turquoise,DLGAP5,ENSG00000126787.13,0.8798,DLG associated protein 5,DLG7; HURP,9787,0.6,0.7,1.2,"Predicted to enable microtubule binding activity. Predicted to be involved in several processes, including centrosome localization; kinetochore assembly; and mitotic spindle organization. Located in several cellular components, including centrosome; cytosol; and mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,APOBEC4,ENSG00000173627.8,0.9037,apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4,C1orf169,403314,0.0,7.4,7.3,"This gene encodes a member of the AID/APOBEC family of polynucleotide (deoxy)cytidine deaminases, which convert cytidine to uridine. Other AID/APOBEC family members are involved in mRNA editing, somatic hypermutation and recombination of immunoglobulin genes, and innate immunity to retroviral infection. [provided by RefSeq, Jul 2008]."
magenta,ZBBX,ENSG00000169064.13,0.867,zinc finger B-box domain containing,,79740,1.2,2.0,3.0,"Predicted to enable zinc ion binding activity. Predicted to be involved in cilium movement. Predicted to be active in motile cilium. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,WDR38,ENSG00000136918.8,0.8655,WD repeat domain 38,,401551,0.2,0.9,1.1,"Predicted to act upstream of or within hematopoietic progenitor cell differentiation. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,CFAP107,ENSG00000157330.10,0.8638,cilia and flagella associated protein 107,C1orf158,93190,0.1,0.7,0.8,No summary available.
magenta,TEKT1,ENSG00000167858.13,0.8634,tektin 1,,83659,0.1,0.7,0.8,"This gene product belongs to the tektin family of proteins. Tektins comprise a family of filament-forming proteins that are coassembled with tubulins to form ciliary and flagellar microtubules. This gene is predominantly expressed in the testis and in mouse, tektin 1 mRNA was localized to the spermatocytes and round spermatids in the seminiferous tubules, indicating that it may play a role in spermatogenesis. [provided by RefSeq, Jul 2008]."
magenta,CDHR4,ENSG00000187492.9,0.8626,cadherin related family member 4,CDH29; PRO34300,389118,0.5,0.5,0.9,"Predicted to enable calcium ion binding activity. Predicted to be involved in cell adhesion. Predicted to be located in membrane. Predicted to be integral component of membrane. Predicted to be integral component of plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,AKAP14,ENSG00000186471.13,0.8459,A-kinase anchoring protein 14,AKAP28; PRKA14,158798,0.1,0.5,0.6,"The A-kinase anchor proteins (AKAPs) are a group of structurally diverse proteins, which have the common function of binding to the regulatory subunit of protein kinase A (PKA) and confining the holoenzyme to discrete locations within the cell. This gene encodes a member of the AKAP family. The protein anchors PKA in ciliary axonemes and, in this way, may play a role in regulating ciliary beat frequency. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]."
magenta,MAP3K19,ENSG00000176601.13,0.838,mitogen-activated protein kinase kinase kinase 19,RCK; YSK4,80122,0.8,0.1,0.8,"Predicted to enable ATP binding activity; protein serine kinase activity; and protein serine/threonine kinase activity. Predicted to be involved in protein phosphorylation. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,ROPN1L,ENSG00000145491.12,0.8307,rhophilin associated tail protein 1 like,ASP; LINC01513; RSPH11; TCONS_00009352,83853,0.2,2.1,2.2,"This gene encodes a member of the ropporin family. The encoded protein is present in sperm and interacts with A-kinase anchoring protein, AKAP3, through the amphipathic helix region of AKAP3. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Oct 2014]."
magenta,CDC20B,ENSG00000164287.13,0.8302,cell division cycle 20B,G6VTS76519,166979,0.2,1.1,1.3,"Predicted to enable anaphase-promoting complex binding activity and ubiquitin ligase activator activity. Predicted to be involved in anaphase-promoting complex-dependent catabolic process and positive regulation of anaphase-promoting complex-dependent catabolic process. Predicted to be part of anaphase-promoting complex. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,ADGB,ENSG00000118492.17,0.8295,androglobin,C6orf103; CAPN16,79747,0.9,0.9,1.8,"Predicted to enable calcium-dependent cysteine-type endopeptidase activity; heme binding activity; and oxygen binding activity. Predicted to be involved in proteolysis. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,DNAAF6,ENSG00000080572.13,0.8264,dynein axonemal assembly factor 6,CILD36; CXorf41; NYSAR97; PIH1D3; TWISTER,139212,0.1,0.3,0.4,"Enables dynein intermediate chain binding activity. Involved in flagellated sperm motility; inner dynein arm assembly; and outer dynein arm assembly. Located in trans-Golgi network. Implicated in primary ciliary dyskinesia 36. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,CFAP276,ENSG00000179902.13,0.8233,cilia and flagella associated protein 276,C10orf194; C1orf194,127003,0.2,0.6,0.7,"Predicted to enable heme binding activity and heme transmembrane transporter activity. Predicted to be involved in heme export. Located in cytoplasm and cytoskeleton. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,CIMIP1,ENSG00000124237.6,0.8189,ciliary microtubule inner protein 1,C20orf85; LLC1; bA196N14.1,128602,0.0,4.7,4.6,No summary available.
magenta,RSPH4A,ENSG00000111834.13,0.8147,radial spoke head component 4A,CILD11; RSHL3; RSPH6B; dJ412I7.1,345895,0.8,1.1,1.8,"This gene encodes a protein that appears to be a component the radial spoke head, as determined by homology to similar proteins in the biflagellate alga Chlamydomonas reinhardtii and other ciliates. Radial spokes, which are regularly spaced along cilia, sperm, and flagella axonemes, consist of a thin 'stalk' and a bulbous 'head' that form a signal transduction scaffold between the central pair of microtubules and dynein. Mutations in this gene cause primary ciliary dyskinesia 1, a disease arising from dysmotility of motile cilia and sperm. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2009]."
magenta,FOXN4,ENSG00000139445.18,0.8087,forkhead box N4,,121643,0.1,0.2,0.3,"Members of the winged-helix/forkhead family of transcription factors, such as FOXN4, are characterized by a 110-amino acid DNA-binding domain that can fold into a variant of the helix-turn-helix motif consisting of 3 alpha helices flanked by 2 large loops or wings. These transcription factors are involved in a variety of biologic processes as key regulators in development and metabolism (Li et al., 2004 [PubMed 15363391]).[supplied by OMIM, Mar 2008]."
magenta,TUBA4B,ENSG00000243910.8,0.7968,tubulin alpha 4b,TUBA4,80086,0.0,0.7,0.6,"Predicted to enable GTP binding activity. Predicted to be a structural constituent of cytoskeleton. Predicted to be involved in microtubule cytoskeleton organization and mitotic cell cycle. Predicted to be active in cytoplasm and microtubule. [provided by Alliance of Genome Resources, Apr 2022]"
magenta,CFAP141,ENSG00000163263.7,0.7946,cilia and flagella associated protein 141,C1orf189,388701,0.1,8.6,8.6,No summary available.
