GeneID	ModuleColor	GeneSymbol
ENSG00000104237.11	blue	RP1
ENSG00000104321.11	turquoise	TRPA1
ENSG00000104332.12	blue	SFRP1
ENSG00000104341.17	turquoise	LAPTM4B
ENSG00000104356.11	green	POP1
ENSG00000104369.5	red	JPH1
ENSG00000104371.5	grey	DKK4
ENSG00000104381.14	turquoise	GDAP1
ENSG00000104413.18	blue	ESRP1
ENSG00000104415.14	grey	CCN4
ENSG00000104447.13	blue	TRPS1
ENSG00000104450.13	blue	SPAG1
ENSG00000104490.18	turquoise	NCALD
ENSG00000104518.11	brown	GSDMD
ENSG00000104522.16	brown	GFUS
ENSG00000104524.14	yellow	PYCR3
ENSG00000104549.12	turquoise	SQLE
ENSG00000104738.18	turquoise	MCM4
ENSG00000104755.15	turquoise	ADAM2
ENSG00000104804.8	grey	TULP2
ENSG00000104808.8	turquoise	DHDH
ENSG00000104833.12	grey	TUBB4A
ENSG00000104866.11	brown	PPP1R37
ENSG00000104888.10	blue	SLC17A7
ENSG00000104889.7	turquoise	RNASEH2A
ENSG00000104899.8	turquoise	AMH
ENSG00000104918.8	turquoise	RETN
ENSG00000104921.15	turquoise	FCER2
ENSG00000104938.18	grey	CLEC4M
ENSG00000104951.16	yellow	IL4I1
ENSG00000104953.20	turquoise	TLE6
ENSG00000104967.8	turquoise	NOVA2
ENSG00000105011.9	green	ASF1B
ENSG00000105048.17	red	TNNT1
ENSG00000105141.6	blue	CASP14
ENSG00000105143.12	turquoise	SLC1A6
ENSG00000105173.14	green	CCNE1
ENSG00000105205.7	turquoise	CLC
ENSG00000105219.10	grey	CCNP
ENSG00000105227.16	brown	PRX
ENSG00000105251.11	grey	SHD
ENSG00000105254.12	brown	TBCB
ENSG00000105255.11	turquoise	FSD1
ENSG00000105278.12	blue	ZFR2
ENSG00000105289.15	blue	TJP3
ENSG00000105290.13	turquoise	APLP1
ENSG00000105327.18	yellow	BBC3
ENSG00000105369.10	blue	CD79A
ENSG00000105388.16	turquoise	CEACAM5
ENSG00000105404.11	brown	RABAC1
ENSG00000105409.19	grey	ATP1A3
ENSG00000105419.18	turquoise	MEIS3
ENSG00000105426.17	turquoise	PTPRS
ENSG00000105427.10	yellow	CNFN
ENSG00000105464.3	grey	GRIN2D
ENSG00000105467.9	turquoise	SYNGR4
ENSG00000105472.13	yellow	CLEC11A
ENSG00000105479.16	blue	ODAD1
ENSG00000105486.14	turquoise	LIG1
ENSG00000105509.11	turquoise	HAS1
ENSG00000105519.18	yellow	CAPS
ENSG00000105523.3	blue	FAM83E
ENSG00000105538.10	turquoise	RASIP1
ENSG00000105550.10	grey	FGF21
ENSG00000105609.17	turquoise	LILRB5
ENSG00000105610.6	turquoise	KLF1
ENSG00000105613.10	blue	MAST1
ENSG00000105619.13	brown	TFPT
ENSG00000105641.4	turquoise	SLC5A5
ENSG00000105649.10	brown	RAB3A
ENSG00000105655.19	turquoise	ISYNA1
ENSG00000105664.11	turquoise	COMP
ENSG00000105668.7	grey	UPK1A
ENSG00000105669.14	brown	COPE
ENSG00000105679.9	grey	GAPDHS
ENSG00000105695.15	turquoise	MAG
ENSG00000105699.16	turquoise	LSR
ENSG00000105707.14	turquoise	HPN
ENSG00000105737.9	turquoise	GRIK5
ENSG00000105738.11	blue	SIPA1L3
ENSG00000105784.15	brown	RUNDC3B
ENSG00000105808.18	grey	RASA4
ENSG00000105877.18	turquoise	DNAH11
ENSG00000105880.7	grey	DLX5
ENSG00000105894.12	blue	PTN
ENSG00000105963.15	brown	ADAP1
ENSG00000105971.15	turquoise	CAV2
ENSG00000105974.13	turquoise	CAV1
ENSG00000105976.16	brown	MET
ENSG00000105996.7	turquoise	HOXA2
ENSG00000105997.22	grey	HOXA3
ENSG00000106004.5	turquoise	HOXA5
ENSG00000106006.6	yellow	HOXA6
ENSG00000106034.18	turquoise	CPED1
ENSG00000106038.13	grey	EVX1
ENSG00000106077.18	turquoise	ABHD11
ENSG00000106089.12	yellow	STX1A
ENSG00000106113.19	turquoise	CRHR2
ENSG00000106178.7	turquoise	CCL24
ENSG00000106211.10	blue	HSPB1
ENSG00000106236.4	turquoise	NPTX2
ENSG00000106268.15	brown	NUDT1
ENSG00000106278.12	blue	PTPRZ1
ENSG00000106327.13	turquoise	TFR2
ENSG00000106328.10	blue	FSCN3
ENSG00000106341.11	grey	PPP1R17
ENSG00000106367.15	brown	AP1S1
ENSG00000106462.11	green	EZH2
ENSG00000106484.16	turquoise	MEST
ENSG00000106511.6	turquoise	MEOX2
ENSG00000106537.8	red	TSPAN13
ENSG00000106538.10	turquoise	RARRES2
ENSG00000106541.12	blue	AGR2
ENSG00000106624.11	turquoise	AEBP1
ENSG00000106631.8	blue	MYL7
ENSG00000106633.17	grey	GCK
ENSG00000106688.12	grey	SLC1A1
ENSG00000106689.11	grey	LHX2
ENSG00000106714.17	blue	CNTNAP3
ENSG00000106772.18	turquoise	PRUNE2
ENSG00000106789.13	blue	CORO2A
ENSG00000106809.11	turquoise	OGN
ENSG00000106819.13	turquoise	ASPN
ENSG00000106823.12	turquoise	ECM2
ENSG00000106829.20	turquoise	TLE4
ENSG00000106852.15	turquoise	LHX6
ENSG00000107014.9	blue	RLN2
ENSG00000107104.20	turquoise	KANK1
ENSG00000107105.15	turquoise	ELAVL2
ENSG00000107159.13	turquoise	CA9
ENSG00000107165.13	turquoise	TYRP1
ENSG00000107186.17	yellow	MPDZ
ENSG00000107187.17	grey	LHX3
ENSG00000107242.20	turquoise	PIP5K1B
ENSG00000107282.8	turquoise	APBA1
ENSG00000107295.10	turquoise	SH3GL2
ENSG00000107317.13	grey	PTGDS
ENSG00000107485.18	blue	GATA3
ENSG00000107518.18	turquoise	ATRNL1
ENSG00000107562.16	turquoise	CXCL12
ENSG00000107611.16	yellow	CUBN
ENSG00000107731.12	turquoise	UNC5B
ENSG00000107736.21	turquoise	CDH23
ENSG00000107738.20	turquoise	VSIR
ENSG00000107796.13	blue	ACTA2
ENSG00000107807.13	grey	TLX1
ENSG00000107821.15	grey	KAZALD1
ENSG00000107831.13	turquoise	FGF8
ENSG00000107954.10	red	NEURL1
ENSG00000107968.10	turquoise	MAP3K8
ENSG00000107984.10	grey	DKK1
ENSG00000108001.15	turquoise	EBF3
ENSG00000108018.15	blue	SORCS1
ENSG00000108106.14	yellow	UBE2S
ENSG00000108176.15	blue	DNAJC12
ENSG00000108309.14	turquoise	RUNDC3A
ENSG00000108342.13	grey	CSF3
ENSG00000108344.15	brown	PSMD3
ENSG00000108352.13	turquoise	RAPGEFL1
ENSG00000108381.11	turquoise	ASPA
ENSG00000108417.4	turquoise	KRT37
ENSG00000108511.10	turquoise	HOXB6
ENSG00000108551.5	turquoise	RASD1
ENSG00000108576.10	turquoise	SLC6A4
ENSG00000108602.18	grey	ALDH3A1
ENSG00000108622.11	turquoise	ICAM2
ENSG00000108639.8	brown	SYNGR2
ENSG00000108684.15	blue	ASIC2
ENSG00000108688.11	grey	CCL7
ENSG00000108691.9	turquoise	CCL2
ENSG00000108702.4	grey	CCL1
ENSG00000108786.11	brown	HSD17B1
ENSG00000108799.13	turquoise	EZH1
ENSG00000108813.11	grey	DLX4
ENSG00000108821.14	turquoise	COL1A1
ENSG00000108823.16	blue	SGCA
ENSG00000108829.10	turquoise	LRRC59
ENSG00000108878.5	red	CACNG1
ENSG00000108924.14	yellow	HLF
ENSG00000108932.12	blue	SLC16A6
ENSG00000108947.5	blue	EFNB3
ENSG00000108960.9	turquoise	MMD
ENSG00000108984.15	turquoise	MAP2K6
ENSG00000109047.8	turquoise	RCVRN
ENSG00000109061.10	turquoise	MYH1
ENSG00000109062.12	turquoise	NHERF1
ENSG00000109063.15	red	MYH3
ENSG00000109072.14	grey	VTN
ENSG00000109084.14	turquoise	TMEM97
ENSG00000109107.14	turquoise	ALDOC
ENSG00000109132.7	grey	PHOX2B
ENSG00000109158.11	turquoise	GABRA4
ENSG00000109181.12	turquoise	UGT2B10
ENSG00000109182.12	blue	CWH43
ENSG00000109255.11	green	NMU
ENSG00000109265.14	turquoise	CRACD
ENSG00000109272.4	grey	PF4V1
ENSG00000109339.24	turquoise	MAPK10
ENSG00000109436.8	blue	TBC1D9
ENSG00000109511.12	grey	ANXA10
ENSG00000109586.12	blue	GALNT7
ENSG00000109610.6	turquoise	SOD3
ENSG00000109654.16	turquoise	TRIM2
ENSG00000109674.4	green	NEIL3
ENSG00000109686.19	turquoise	SH3D19
ENSG00000109705.8	grey	NKX3-2
ENSG00000109743.11	turquoise	BST1
ENSG00000109758.9	turquoise	HGFAC
ENSG00000109794.13	turquoise	FAM149A
ENSG00000109805.10	green	NCAPG
ENSG00000109819.9	turquoise	PPARGC1A
ENSG00000109846.9	turquoise	CRYAB
ENSG00000109906.14	turquoise	ZBTB16
ENSG00000109956.13	blue	B3GAT1
ENSG00000110079.18	turquoise	MS4A4A
ENSG00000110080.20	blue	ST3GAL4
ENSG00000110092.4	grey	CCND1
ENSG00000110148.10	grey	CCKBR
ENSG00000110169.11	blue	HPX
ENSG00000110243.12	grey	APOA5
ENSG00000110245.12	grey	APOC3
ENSG00000110375.3	turquoise	UPK2
ENSG00000110436.13	blue	SLC1A2
ENSG00000110448.11	turquoise	CD5
ENSG00000110484.7	blue	SCGB2A2
ENSG00000110492.15	turquoise	MDK
ENSG00000110628.16	yellow	SLC22A18
ENSG00000110660.15	turquoise	SLC35F2
ENSG00000110680.13	blue	CALCA
ENSG00000110719.10	brown	TCIRG1
ENSG00000110799.14	turquoise	VWF
ENSG00000110900.16	grey	TSPAN11
ENSG00000110975.8	blue	SYT10
ENSG00000111012.10	blue	CYP27B1
ENSG00000111057.11	blue	KRT18
ENSG00000111058.8	turquoise	ACSS3
ENSG00000111077.18	turquoise	TNS2
ENSG00000111206.13	green	FOXM1
ENSG00000111218.12	grey	PRMT8
ENSG00000111245.17	red	MYL2
ENSG00000111247.15	green	RAD51AP1
ENSG00000111262.6	grey	KCNA1
ENSG00000111275.13	turquoise	ALDH2
ENSG00000111305.19	grey	GSG1
ENSG00000111331.13	grey	OAS3
ENSG00000111335.13	turquoise	OAS2
ENSG00000111339.12	grey	ART4
ENSG00000111404.7	turquoise	RERGL
ENSG00000111405.9	turquoise	ENDOU
ENSG00000111452.13	turquoise	ADGRD1
ENSG00000111490.15	blue	TBC1D30
ENSG00000111537.5	grey	IFNG
ENSG00000111602.12	green	TIMELESS
ENSG00000111640.15	red	GAPDH
ENSG00000111642.16	brown	CHD4
ENSG00000111665.12	green	CDCA3
ENSG00000111674.9	turquoise	ENO2
ENSG00000111701.7	grey	APOBEC1
ENSG00000111713.3	turquoise	GYS2
ENSG00000111799.21	turquoise	COL12A1
ENSG00000111859.17	grey	NEDD9
ENSG00000111879.20	brown	FAM184A
ENSG00000111912.20	brown	NCOA7
ENSG00000111961.18	yellow	SASH1
ENSG00000111962.8	yellow	UST
ENSG00000111981.5	grey	ULBP1
ENSG00000112175.8	grey	BMP5
ENSG00000112182.15	turquoise	BACH2
ENSG00000112183.15	red	RBM24
ENSG00000112214.10	turquoise	FHL5
ENSG00000112238.12	grey	PRDM13
ENSG00000112246.10	turquoise	SIM1
ENSG00000112273.7	grey	HDGFL1
ENSG00000112276.14	turquoise	POPDC1
ENSG00000112280.17	turquoise	COL9A1
ENSG00000112293.15	turquoise	GPLD1
ENSG00000112320.12	blue	SOBP
ENSG00000112425.16	turquoise	EPM2A
ENSG00000112494.10	turquoise	UNC93A
ENSG00000112530.11	turquoise	PACRG
ENSG00000112531.17	yellow	QKI
ENSG00000112539.15	turquoise	C6orf118
ENSG00000112667.13	brown	DNPH1
ENSG00000112742.10	green	TTK
ENSG00000112769.20	turquoise	LAMA4
ENSG00000112782.19	turquoise	CLIC5
ENSG00000112796.10	blue	ENPP5
ENSG00000112837.17	yellow	TBX18
ENSG00000112902.12	blue	SEMA5A
ENSG00000112936.19	turquoise	C7
ENSG00000112964.14	turquoise	GHR
ENSG00000112984.12	green	KIF20A
ENSG00000112996.11	turquoise	MRPS30
ENSG00000113070.8	turquoise	HBEGF
ENSG00000113088.6	grey	GZMK
ENSG00000113196.3	grey	HAND1
ENSG00000113231.14	turquoise	PDE8B
ENSG00000113248.6	turquoise	PCDHB15
ENSG00000113302.5	grey	IL12B
ENSG00000113319.13	turquoise	RASGRF2
ENSG00000113327.17	grey	GABRG2
ENSG00000113368.12	green	LMNB1
ENSG00000113369.9	turquoise	ARRDC3
ENSG00000113389.16	turquoise	NPR3
ENSG00000113396.13	blue	SLC27A6
ENSG00000113492.14	blue	AGXT2
ENSG00000113494.17	blue	PRLR
ENSG00000113578.18	blue	FGF1
ENSG00000113580.15	yellow	NR3C1
ENSG00000113594.10	yellow	LIFR
ENSG00000113648.16	turquoise	MACROH2A1
ENSG00000113763.12	blue	UNC5A
ENSG00000113790.11	turquoise	EHHADH
ENSG00000113810.16	green	SMC4
ENSG00000113889.14	grey	KNG1
ENSG00000113905.5	grey	HRG
ENSG00000113916.18	turquoise	BCL6
ENSG00000113924.12	blue	HGD
ENSG00000114019.15	turquoise	AMOTL2
ENSG00000114113.6	turquoise	RBP2
ENSG00000114115.10	turquoise	RBP1
ENSG00000114166.8	yellow	KAT2B
ENSG00000114248.10	blue	LRRC31
ENSG00000114268.12	turquoise	PFKFB4
ENSG00000114346.14	turquoise	ECT2
ENSG00000114349.10	grey	GNAT1
ENSG00000114378.17	turquoise	HYAL1
ENSG00000114395.11	brown	CYB561D2
ENSG00000114480.13	turquoise	GBE1
ENSG00000114529.13	blue	C3orf52
ENSG00000114631.11	turquoise	PODXL2
ENSG00000114646.10	grey	CSPG5
ENSG00000114656.12	turquoise	CFAP92
ENSG00000114698.15	yellow	PLSCR4
ENSG00000114737.16	turquoise	CISH
ENSG00000114757.19	yellow	PEX5L
ENSG00000114770.17	green	ABCC5
ENSG00000114771.14	turquoise	AADAC
ENSG00000114859.16	turquoise	CLCN2
ENSG00000114993.17	turquoise	RTKN
ENSG00000115009.13	turquoise	CCL20
ENSG00000115163.15	green	CENPA
ENSG00000115226.10	turquoise	FNDC4
ENSG00000115252.18	turquoise	PDE1A
ENSG00000115255.12	blue	REEP6
ENSG00000115257.15	turquoise	PCSK4
ENSG00000115290.10	turquoise	GRB14
ENSG00000115295.20	yellow	CLIP4
ENSG00000115297.11	turquoise	TLX2
ENSG00000115306.16	turquoise	SPTBN1
ENSG00000115353.11	turquoise	TACR1
ENSG00000115361.8	turquoise	ACADL
ENSG00000115380.20	turquoise	EFEMP1
ENSG00000115386.6	grey	REG1A
ENSG00000115414.21	turquoise	FN1
ENSG00000115415.20	turquoise	STAT1
ENSG00000115423.19	blue	DNAH6
ENSG00000115425.14	turquoise	PECR
ENSG00000115459.18	turquoise	ELMOD3
ENSG00000115504.15	turquoise	EHBP1
ENSG00000115507.10	turquoise	OTX1
ENSG00000115541.11	grey	HSPE1
ENSG00000115593.15	blue	SMYD1
ENSG00000115594.12	turquoise	IL1R1
ENSG00000115648.14	blue	MLPH
ENSG00000115687.14	turquoise	PASK
ENSG00000115705.22	turquoise	TPO
ENSG00000115718.18	turquoise	PROC
ENSG00000115828.17	turquoise	QPCT
ENSG00000115844.11	blue	DLX2
ENSG00000115850.10	turquoise	LCT
ENSG00000115884.11	blue	SDC1
ENSG00000115902.11	turquoise	SLC1A4
ENSG00000115963.13	blue	RND3
ENSG00000116005.12	turquoise	PCYOX1
ENSG00000116014.10	turquoise	KISS1R
ENSG00000116016.14	turquoise	EPAS1
ENSG00000116031.9	blue	CD207
ENSG00000116032.5	grey	GRIN3B
ENSG00000116035.4	brown	VAX2
ENSG00000116117.18	yellow	PARD3B
ENSG00000116128.11	turquoise	BCL9
ENSG00000116141.17	turquoise	MARK1
ENSG00000116147.17	grey	TNR
ENSG00000116176.6	turquoise	TPSG1
ENSG00000116183.11	turquoise	PAPPA2
ENSG00000116191.17	blue	RALGPS2
ENSG00000116194.13	turquoise	ANGPTL1
ENSG00000116254.18	turquoise	CHD5
ENSG00000116285.13	grey	ERRFI1
ENSG00000116329.11	grey	OPRD1
ENSG00000116396.15	turquoise	KCNC4
ENSG00000116521.11	grey	SCAMP3
ENSG00000116544.12	grey	DLGAP3
ENSG00000116574.6	turquoise	RHOU
ENSG00000116586.12	brown	LAMTOR2
ENSG00000116663.11	brown	FBXO6
ENSG00000116678.20	yellow	LEPR
ENSG00000116690.13	turquoise	PRG4
ENSG00000116711.10	turquoise	PLA2G4A
ENSG00000116729.14	turquoise	WLS
ENSG00000116741.8	blue	RGS2
ENSG00000116745.7	blue	RPE65
ENSG00000116748.21	turquoise	AMPD1
ENSG00000116771.6	red	AGMAT
ENSG00000116833.14	turquoise	NR5A2
ENSG00000116857.17	yellow	TMEM9
ENSG00000116985.12	turquoise	BMP8B
ENSG00000116996.9	grey	ZP4
ENSG00000117009.12	turquoise	KMO
ENSG00000117016.10	blue	RIMS3
ENSG00000117114.20	yellow	ADGRL2
ENSG00000117122.14	turquoise	MFAP2
ENSG00000117139.18	turquoise	KDM5B
ENSG00000117148.8	grey	ACTL8
ENSG00000117152.14	grey	RGS4
ENSG00000117155.17	turquoise	SSX2IP
ENSG00000117215.15	turquoise	PLA2G2D
ENSG00000117245.13	turquoise	KIF17
ENSG00000117262.19	turquoise	GPR89B
ENSG00000117308.15	yellow	GALE
ENSG00000117322.18	turquoise	CR2
ENSG00000117394.24	blue	SLC2A1
ENSG00000117399.14	green	CDC20
ENSG00000117400.18	turquoise	MPL
ENSG00000117407.17	turquoise	ARTN
ENSG00000117410.14	brown	ATP6V0B
ENSG00000117425.14	turquoise	PTCH2
ENSG00000117472.10	turquoise	TSPAN1
ENSG00000117501.14	grey	MROH9
ENSG00000117525.14	turquoise	F3
ENSG00000117586.11	turquoise	TNFSF4
ENSG00000117593.12	yellow	DARS2
ENSG00000117594.10	turquoise	HSD11B1
ENSG00000117598.13	grey	PLPPR5
ENSG00000117600.12	turquoise	PLPPR4
ENSG00000117601.14	grey	SERPINC1
ENSG00000117632.23	green	STMN1
ENSG00000117650.13	green	NEK2
ENSG00000117707.16	grey	PROX1
ENSG00000117724.13	green	CENPF
ENSG00000117877.11	turquoise	POLR1G
ENSG00000117971.12	grey	CHRNB4
ENSG00000117983.17	blue	MUC5B
ENSG00000117984.15	brown	CTSD
ENSG00000118017.4	grey	A4GNT
ENSG00000118094.12	turquoise	TREH
ENSG00000118113.12	grey	MMP8
ENSG00000118137.10	grey	APOA1
ENSG00000118160.14	turquoise	SLC8A2
ENSG00000118193.12	green	KIF14
ENSG00000118271.12	blue	TTR
ENSG00000118276.11	yellow	B4GALT6
ENSG00000118298.12	red	CA14
ENSG00000118369.13	grey	USP35
ENSG00000118407.15	turquoise	FILIP1
ENSG00000118432.12	turquoise	CNR1
ENSG00000118492.17	grey	ADGB
ENSG00000118495.20	yellow	PLAGL1
ENSG00000118513.19	blue	MYB
ENSG00000118515.11	grey	SGK1
ENSG00000118526.7	turquoise	TCF21
ENSG00000118596.12	turquoise	SLC16A7
ENSG00000118640.11	yellow	VAMP8
ENSG00000118702.9	blue	GHRH
ENSG00000118729.12	turquoise	CASQ2
ENSG00000118733.17	grey	OLFM3
ENSG00000118762.8	yellow	PKD2
ENSG00000118777.12	turquoise	ABCG2
ENSG00000118785.14	grey	SPP1
ENSG00000118804.8	turquoise	STBD1
ENSG00000118898.16	grey	PPL
ENSG00000118946.12	turquoise	PCDH17
ENSG00000119121.22	brown	TRPM6
ENSG00000119125.17	turquoise	GDA
ENSG00000119138.4	turquoise	KLF9
ENSG00000119147.10	turquoise	ECRG4
ENSG00000119185.13	turquoise	ITGB1BP1
ENSG00000119326.15	turquoise	CTNNAL1
ENSG00000119333.11	yellow	DYNC2I2
ENSG00000119471.15	turquoise	HSDL2
ENSG00000119508.18	grey	NR4A3
ENSG00000119535.18	turquoise	CSF3R
ENSG00000119547.6	turquoise	ONECUT2
ENSG00000119681.12	blue	LTBP2
ENSG00000119714.11	turquoise	GPR68
ENSG00000119715.15	turquoise	ESRRB
ENSG00000119729.12	turquoise	RHOQ
ENSG00000119737.6	turquoise	GPR75
ENSG00000119771.15	blue	KLHL29
ENSG00000119865.9	turquoise	CNRIP1
ENSG00000119888.11	blue	EPCAM
ENSG00000119900.9	turquoise	OGFRL1
ENSG00000119913.6	turquoise	TECTB
ENSG00000119915.5	turquoise	ELOVL3
ENSG00000119919.11	grey	NKX2-3
ENSG00000119922.10	turquoise	IFIT2
ENSG00000119927.14	turquoise	GPAM
ENSG00000119943.13	grey	PYROXD2
ENSG00000119969.15	turquoise	HELLS
ENSG00000119986.7	turquoise	AVPI1
ENSG00000120049.20	turquoise	KCNIP2
ENSG00000120055.7	grey	C10orf95
ENSG00000120075.5	turquoise	HOXB5
ENSG00000120094.9	turquoise	HOXB1
ENSG00000120129.6	turquoise	DUSP1
ENSG00000120156.22	turquoise	TEK
ENSG00000120160.11	grey	EQTN
ENSG00000120162.10	yellow	MOB3B
ENSG00000120211.4	grey	INSL4
ENSG00000120242.4	turquoise	IFNA8
ENSG00000120251.21	blue	GRIA2
ENSG00000120279.6	turquoise	MYCT1
ENSG00000120318.16	turquoise	ARAP3
ENSG00000120334.15	yellow	CENPL
ENSG00000120436.4	blue	GPR31
ENSG00000120471.15	blue	TP53AIP1
ENSG00000120498.14	blue	TEX11
ENSG00000120563.10	grey	LYZL1
ENSG00000120645.12	turquoise	IQSEC3
ENSG00000120693.14	yellow	SMAD9
ENSG00000120738.8	grey	EGR1
ENSG00000120833.14	green	SOCS2
ENSG00000120903.13	blue	CHRNA2
ENSG00000120907.18	turquoise	ADRA1A
ENSG00000120949.15	turquoise	TNFRSF8
ENSG00000120992.18	turquoise	LYPLA1
ENSG00000121101.16	blue	TEX14
ENSG00000121152.10	green	NCAPH
ENSG00000121211.8	green	MND1
ENSG00000121335.12	grey	PRB2
ENSG00000121351.8	grey	IAPP
ENSG00000121361.5	turquoise	KCNJ8
ENSG00000121440.15	turquoise	PDZRN3
ENSG00000121594.12	grey	CD80
ENSG00000121621.7	green	KIF18A
ENSG00000121671.12	turquoise	CRY2
ENSG00000121690.11	red	DEPDC7
ENSG00000121691.7	turquoise	CAT
ENSG00000121742.19	grey	GJB6
ENSG00000121743.4	grey	GJA3
ENSG00000121753.12	brown	ADGRB2
ENSG00000121764.11	turquoise	HCRTR1
ENSG00000121853.4	grey	GHSR
ENSG00000121871.4	grey	SLITRK3
ENSG00000121898.13	turquoise	CPXM2
ENSG00000121900.19	yellow	TMEM54
ENSG00000121904.17	turquoise	CSMD2
ENSG00000121905.10	turquoise	HPCA
ENSG00000121957.15	red	GPSM2
ENSG00000121966.7	turquoise	CXCR4
ENSG00000122012.14	turquoise	SV2C
ENSG00000122025.15	turquoise	FLT3
ENSG00000122035.7	turquoise	RASL11A
ENSG00000122121.11	turquoise	XPNPEP2
ENSG00000122133.17	grey	PAEP
ENSG00000122136.14	turquoise	OBP2A
ENSG00000122176.12	turquoise	FMOD
ENSG00000122180.5	red	MYOG
ENSG00000122194.19	grey	PLG
ENSG00000122367.20	turquoise	LDB3
ENSG00000122375.12	turquoise	OPN4
ENSG00000122378.14	turquoise	PRXL2A
ENSG00000122386.11	brown	ZNF205
ENSG00000122420.10	turquoise	PTGFR
ENSG00000122547.11	turquoise	EEPD1
ENSG00000122584.13	blue	NXPH1
ENSG00000122585.8	grey	NPY
ENSG00000122591.12	turquoise	HYCC1
ENSG00000122592.8	turquoise	HOXA7
ENSG00000122641.11	brown	INHBA
ENSG00000122644.13	blue	ARL4A
ENSG00000122691.13	turquoise	TWIST1
ENSG00000122707.12	yellow	RECK
ENSG00000122711.9	grey	SPINK4
ENSG00000122729.19	turquoise	ACO1
ENSG00000122735.16	blue	DNAI1
ENSG00000122741.16	yellow	DCAF10
ENSG00000122756.15	turquoise	CNTFR
ENSG00000122787.15	turquoise	AKR1D1
ENSG00000122859.5	turquoise	NEUROG3
ENSG00000122861.16	grey	PLAU
ENSG00000122863.6	grey	CHST3
ENSG00000122877.16	turquoise	EGR2
ENSG00000122884.12	grey	P4HA1
ENSG00000122952.17	green	ZWINT
ENSG00000122966.17	green	CIT
ENSG00000122971.9	turquoise	ACADS
ENSG00000123080.12	turquoise	CDKN2C
ENSG00000123095.6	turquoise	BHLHE41
ENSG00000123096.12	yellow	SSPN
ENSG00000123119.12	brown	NECAB1
ENSG00000123136.15	brown	DDX39A
ENSG00000123159.16	brown	GIPC1
ENSG00000123171.7	grey	CCDC70
ENSG00000123191.16	turquoise	ATP7B
ENSG00000123219.13	green	CENPK
ENSG00000123243.15	turquoise	ITIH5
ENSG00000123307.4	grey	NEUROD4
ENSG00000123342.16	turquoise	MMP19
ENSG00000123358.20	grey	NR4A1
ENSG00000123360.12	turquoise	PDE1B
ENSG00000123364.5	blue	HOXC13
ENSG00000123384.14	turquoise	LRP1
ENSG00000123388.4	turquoise	HOXC11
ENSG00000123405.14	grey	NFE2
ENSG00000123407.4	turquoise	HOXC12
ENSG00000123473.16	green	STIL
ENSG00000123485.12	green	HJURP
ENSG00000123500.10	grey	COL10A1
ENSG00000123560.14	blue	PLP1
ENSG00000123576.5	grey	ESX1
ENSG00000123612.16	turquoise	ACVR1C
ENSG00000123689.6	turquoise	G0S2
ENSG00000123700.5	grey	KCNJ2
ENSG00000123838.11	blue	C4BPA
ENSG00000123975.5	turquoise	CKS2
ENSG00000123977.10	turquoise	DAW1
ENSG00000123989.14	yellow	CHPF
ENSG00000123999.5	turquoise	INHA
ENSG00000124003.13	turquoise	MOGAT1
ENSG00000124019.10	turquoise	FAM124B
ENSG00000124116.19	grey	WFDC3
ENSG00000124126.14	turquoise	PREX1
ENSG00000124134.9	blue	KCNS1
ENSG00000124140.14	grey	SLC12A5
ENSG00000124157.7	grey	SEMG2
ENSG00000124171.9	blue	PARD6B
ENSG00000124194.17	grey	GDAP1L1
ENSG00000124196.6	grey	GTSF1L
ENSG00000124205.18	blue	EDN3
ENSG00000124212.6	turquoise	PTGIS
ENSG00000124232.11	grey	RBPJL
ENSG00000124237.6	grey	CIMIP1
ENSG00000124243.17	blue	BCAS4
ENSG00000124249.7	grey	KCNK15
ENSG00000124253.11	turquoise	PCK1
ENSG00000124256.15	turquoise	ZBP1
ENSG00000124260.12	grey	MAGEA10
ENSG00000124302.13	blue	CHST8
ENSG00000124334.17	turquoise	IL9R
ENSG00000124343.14	turquoise	XG
ENSG00000124391.5	grey	IL17C
ENSG00000124440.16	turquoise	HIF3A
ENSG00000124466.9	blue	LYPD3
ENSG00000124469.12	turquoise	CEACAM8
ENSG00000124479.11	blue	NDP
ENSG00000124491.16	turquoise	F13A1
ENSG00000124493.14	turquoise	GRM4
ENSG00000124496.12	grey	TRERF1
ENSG00000124507.11	grey	PACSIN1
ENSG00000124557.12	turquoise	BTN1A1
ENSG00000124575.7	turquoise	H1-3
ENSG00000124610.5	grey	H1-1
ENSG00000124614.16	turquoise	RPS10
ENSG00000124615.20	turquoise	MOCS1
ENSG00000124635.9	grey	H2BC11
ENSG00000124657.1	turquoise	OR2B6
ENSG00000124664.11	blue	SPDEF
ENSG00000124721.18	turquoise	DNAH8
ENSG00000124731.13	turquoise	TREM1
ENSG00000124743.6	turquoise	KLHL31
ENSG00000124785.9	turquoise	NRN1
ENSG00000124812.15	grey	CRISP1
ENSG00000124813.23	blue	RUNX2
ENSG00000124839.13	blue	RAB17
ENSG00000124900.12	grey	TRIM51
ENSG00000124935.4	blue	SCGB1D2
ENSG00000124939.6	blue	SCGB2A1
ENSG00000124942.14	turquoise	AHNAK
ENSG00000125144.14	blue	MT1G
ENSG00000125207.7	grey	PIWIL1
ENSG00000125245.13	turquoise	GPR18
ENSG00000125337.19	turquoise	KIF25
ENSG00000125355.16	turquoise	TMEM255A
ENSG00000125363.14	grey	AMELX
